Tipo;Medio General;Medio Específico;Título;Resumen;Fecha Emisión;Valorización;Cm2;Duración;Página;Personajes;Candidatos 2016;Tono;Mes Emisión																				
Web;Expreso;expreso.com.pe;Evaluarán posible violación de neutralidad electoral de Ollanta Humala;Según un informe del coordinador de fiscalización del Jurado Electoral Especial (JEE) Lima Centro 1	 Leonel Concha Montoya	 “habría una posible vulneración al principio de neutralidad electoral” cometida por Ollanta Humala	 presidente constitucional de la República. (...) Al día siguiente	 en la ceremonia de lanzamiento de un proyecto de ampliación de agua potable en Villa María del Triunfo	 asoció a un candidato presidencial con “programas truchos”. “Les ofrecían el ‘agua para todos’ y al final era ‘coima para todos’”	 dijo Humala en alusión al programa inaugurado en el gobierno de Alan García. Aunque ayer (jueves)	 Ollanta Humala volvió a hablar de la corrupción en el gobierno fujimorista (1990- 2000). “Estamos criticando	 como tenemos todo el derecho a criticar	 lo bueno o lo malo que se ha hecho en gestiones anteriores”	 se justificó. También minimizó un informe de la asociación civil Transparencia	 según el cual Qali Warma fue la entidad pública que	 a través del Twitter	 transgredió más veces la prohibición de publicidad estatal en período electoral.;25/12/2015;52;;0;;Ollanta Moisés Humala Tasso;Alan García Pérez;Negativo;2015-12							
Web;Perú.com;peru.com;Heredia destaca inclusión de Villarán en plancha de Urresti;La primera dama	 Nadine Heredia	 destacó la inclusión de la exalcaldesa de Lima	 Susana Villarán	 en la plancha presidencial del candidato presidencial por el Partido Nacionalista	 Daniel Urresti.;20/12/2015;1975.45;;0;;Nadine Heredia Alarcón;Daniel Urresti Elera;Neutro;2015-12															
Medio Impreso;Perú 21;Perú 21;Los que no tienen plata también juegan - Carlos Basombrío Iglesias;En mi opinión	 estos cuatro meses de la primera etapa de la campaña quedan teñidos por un vicio muy grave	 que está alterando las condiciones mininas de igualdad para una contienda electoral. Me refiero al abuso del poder del dino para hacer campaña política encubierta usando los dineros de una universidad. (...) Hasta donde llego a saber	 hay otros 12 candidatos presidenciales. ¿Cómo van a lograr que sus propuestas lleguen con efectividad y equidad si hay tal distorsión en la capacidad económica de hacer publicidad? Y	 ojo	 más allá de simpatías o mías	 hay muchas candidaturas importantes que hoy están con 2% o menos. Se puede discrepar o coincidir con cada uno de ellos	 pero es importante que se escuchen	 también	 las voces de Mendoza	 Barnechea	 Belmont	 Flores-Aráoz	 Reggiardo	 Simon	 Hilario y Guzmán.;20/12/2015;2902.34;247.02;0;5;Carlos Miguel Ramón Basombrío Iglesias;Verónika Mendoza Frisch;Positivo;2015-12					
"Web;Exitosa;exitosadiario.pe;Villarán participará en elecciones: """"""Quiero evitar que el fujimorismo regrese"""""";La exalcaldesa de Lima"	 Susana Villarán	 anunció hoy que ha decidido participar en las próximas elecciones generales. Detalló que está en conversaciones con varios partidos políticos. A través de su página en Facebook	 Villarán adelantó que hará todo lo que esté en sus manos para evitar que la candidata Keiko Fujimori llegue a ser presidenta de la República. “Pondré mi energía	 mi pasión	 mi vida	 mi chalina verde de la esperanza en ese empeño”	 puntualizó. Villarán	 quien hace unos días renunció a Fuerza Social	 reveló que ya ha conversado con los líderes políticos César Acuña	 Pedro Pablo Kuczynski	 Alfredo Barrenechea	 Ántero Flores-Aráoz y Yehude Simon. Precisó que hoy hará lo propio con Julio Guzmán.;12/12/2015;71.5;;0;;Susana María del Carmen Villarán de la Puente;Ántero Flores-Aráoz Esparza;Neutro;2015-12								
Web;El Comercio;elcomercio.pe;La cantaleta - Carlos Adrianzén Cabrera;Los candidatos en CADE 2015 parecían aspirar a gobernar Suiza y no el Perú del saliente Ollanta Humala. Así	 ofrecieron metas de muy difícil cumplimiento. César Acuña planteó que construiría un tren bala de Tumbes a Tacna. Además	 elevaría las pensiones y muchas más cosas. Pedro Pablo Kuczynski planteó reducir la incidencia de la pobreza a 10%. En cambio	 Alan García ofreció crecer anualmente por encima del 6%. Ambas metas resultan difíciles de alcanzar	 pues tendrían que hacer una inusual gala de determinación y sensatez para quebrar los errores acumulados.;09/12/2015;5994.53;;0;;Carlos Adrianzén Cabrera;Keiko Fujimori Higuchi;Neutro;2015-12																
Web;El Comercio;elcomercio.pe;La cantaleta - Carlos Adrianzén Cabrera;Los candidatos en CADE 2015 parecían aspirar a gobernar Suiza y no el Perú del saliente Ollanta Humala. Así	 ofrecieron metas de muy difícil cumplimiento. César Acuña planteó que construiría un tren bala de Tumbes a Tacna. Además	 elevaría las pensiones y muchas más cosas. Pedro Pablo Kuczynski planteó reducir la incidencia de la pobreza a 10%. En cambio	 Alan García ofreció crecer anualmente por encima del 6%. Ambas metas resultan difíciles de alcanzar	 pues tendrían que hacer una inusual gala de determinación y sensatez para quebrar los errores acumulados.;09/12/2015;5994.53;;0;;Carlos Adrianzén Cabrera;Pedro Pablo Kuczynski Godard;Neutro;2015-12																
Medio Impreso;La Razón;La Razón;El tiempo que se nos viene - Martín Belaunde M.;El 2016 es un año electoral en el cual el pueblo deberá decidir nuestro destino político para el próximo quinquenio	 pero cuyas proyecciones pueden ser graves si el nuevo gobierno desarrolla una mala gestión o pretende perpetuarse. (...) El fujimorismo	 con su candidata Keiko firme con un 30% en las encuestas	 heredera política de su padre	 pero discrepante de su progenitor por su deseo de superar los aspectos más ingratos de su gobierno. (...) ¿Qué ocurre con PPK? Se mantiene en segundo lugar pero 15 % por debajo de Keiko y con Acuña pisándole los talones. (...) ¿Y qué pasa con César Acuña y Alan García que se disputan el tercer lugar? (...) Finalmente en este cuadro	 ¿qué pasa con Solidaridad	 captará una parte del voto limeño de Castañeda superior al 50%? Eso depende del candidato Guerra García y más probablemente del propio Castañeda si decide invo!ucrarse en la Icampaña;30/12/2015;1395.93;237.18;0;6;Martin Belaunde Moreyra;Keiko Fujimori Higuchi;Neutro;2015-12														
Radio;Exitosa;Milagros Leiva en Exitosa ;Entrevista al jefe de Idea Internacional en Perú	 Percy Medina (Exitosa);Entrevista. El jefe de Idea Internacional en Perú	 Percy Medina	 habló sobre el financiamiento de los partidos políticos y la utilización de los recursos de las universidades en campaña. Durante su alocución	 saludó que los empresarios quieran un financiamiento transparente en las campañas políticas. Acto seguido	 la periodista Milagros Leiva recordó que PPK en una ocasión le dijo que había recibido donaciones para su campaña por parte de empresarios peruanos. Sobre la publicidad de César Acuña a través de la Universidad César Vallejo	 Medina refirió que esto debe ser investigado por el JNE y la ONPE. Más adelante	 se precisó que la Universidad San Martín de Porres se encuentra con Alan García.;03/12/2015;1888.11;;999;;Norma de los Milagros Leiva Gálvez;Pedro Pablo Kuczynski Godard;Neutro;2015-12													
Televisión;RPP;Las 5 de las 7;Entrevista al analista político Ángel Delgado sobre permanencia de Daniel Mora en Perú Posible (RPP TV);En San Juan de Lurigancho	 celebran aniversario por décimo cuarto aniversario de Alianza para el Progreso	 que lidera César Acuña. De otro lado	 la periodista Patricia del Río comentó que el congresista Daniel Mora evaluará su permanencia en Perú Posible. Sobre el particular	 el analista político Ángel Delgado indicó que Mora era un personaje que destaca en el parlamento	 por eso no se entiende el actuar de Alejandro Toledo. Luego la comunicadora señaló que Toledo se quemó la última vida que tenía en la CADE y tiene que explicar la entrada de Víctor Crisólogo a la Comisión de Educación.;08/12/2015;3005.6;;680;;Patricia del Río Labarthe;Alejandro Toledo Manrique;Negativo;2015-12															
Web;Canal N;canaln.pe;Keiko desafió al ala histórica del fujimorismo con reforma de lista al Congreso [RESUMEN];Los analistas consideraron que el pronunciamiento de Alberto Fujimori afectaba directamente el intento de Keiko de colocarse al centro del espacio político	 con actos como el reconocimiento a la importancia de la Comisión de la Verdad y Reconciliacion (CVR)	 que siempre ha sido muy cuestionada por el ala dura del fujimorismo	 así como de los delitos que se cometieron entre 1990 y el 2000. A las puertas del inicio oficial de la campaña electoral	 en enero próximo	 Keiko Fujimori encabeza los sondeos de opinión con un 30 % de aprobación	 seguida por el exministro de Economía Pedro Pablo Kuczynski	 con un 11 %	 y el empresario César Acuña	 con un 8 %.;29/12/2015;104;99.81;0;;Luisa María Cuculiza Torre;Keiko Fujimori Higuchi;Positivo;2015-12											
Televisión;Canal N;N Portada;Congresistas García Belaunde y Mulder opinaron sobre firma de Pacto ético electoral (Canal N);Francisco Távara	 presidente del Jurado Nacional de Elecciones	 lamentó que ningún representante del Partido Nacionalista haya asistido a la firma del Pacto ético Electoral	 iniciativa que tuvo también la participación de la ONPE	 Reniec	 y Defensoría del Pueblo. El congresista aprista Mauricio Mulder aclaró que los que acuden a la firma del Pacto ético son los representantes de los partidos y no los candidatos presidenciales. Pedro Pablo Kuczynski	 candidato presidencial de Peruanos Por el Kambio	 suscribió el pacto	 mientras que el presidente del Jurado Nacional de Elecciones negó tener algún compadrazgo con el candidato César Acuña. A su turno	 el legislador Víctor Andrés García Belaunde dijo que el Partido Aprista ha hecho bien en distanciarse del expresidente regional del Callao Alex Kouri. Sobre otro tema	 Mauricio Mulder mencionó algunas de los puntos de la aprobación de la insistencia al a modificación de la Ley de Partidos Políticos. Por su parte	 García Belaunde dijo que lo criticable es el momento en el que se aprueba la norma pues ya hay un proceso electoral en marcha.;16/12/2015;8316;;594;;Francisco Artemio Távara Córdova;César Acuña Peralta;Neutro;2015-12									
Medio Impreso;El Comercio;El Comercio Cuerpo A;He aquí sus ases bajo la manga - Fernando Vivas;Como estamos impacientes y queremos votarlos ya	 los tildamos de brutos	 torpes y necios	 por no hacer lo que creemos que debieran hacer. Toledo: ya sacó un as	 el humor. En lugar del discurso y la propuesta	 el ‘stand up’. Y como los Toledo-Karp están desesperados	 lanzaron otro as: asistieron	 en plan prospectivo	 a la presentación de PPK en CADE. Alan: no crean que ha pateado los narcoindultos bajo la alfombra. No puede. Sería suicida. Acuña: hay un as que no acaba de resbalársele de la manga	 pues lo ha anunciado sin mucha convicción. Dejar su capital político	 o sea	 la universidad. Por lo menos	 renunciar a su cargo en el directorio del consorcio educativo César Vallejo. Keiko: tiene cartas guardadas y ha decidido soltarlas paulatinamente. En realidad	 lo suyo será un descarte: prescindir de esos rostros –Martha Chávez	 Salgado	 Cuculiza	 Aguinaga– que evocan el fujimorismo duro.. vetar a Kenji como operador de su padre.. aceptar y listar los delitos que cometió su padre.;09/12/2015;2264.32;301.82;0;23;Fernando Vivas Sabroso;Pedro Pablo Kuczynski Godard;Neutro;2015-12				
"Web;La República;larepublica.pe;""""""César Acuña debe mostrar finanzas con transparencia"""""""	 afirma Villanueva;César Villanueva	 integrante del equipo de campaña de Alianza Para el Progreso (APP)	 señaló que el candidato de ese partido	 César Acuña	 debe mostrar las finanzas de manera transparente. Además	 Villanueva dijo que su papel dentro de la campaña será al vocería de las propuestas del plan de gobierno de APP. Añadió que plantea la creación de un gabinete regional que trabaje junto al Consejo de Ministros. Por su parte	 el Jurado Nacional de Elecciones (JNE) informó que César Acuña	 deberá responder por supuestamente usar sus universidades para hacer proseletismo político.;16/12/2015;1014.43;;366;;Carlos Calderón Carvajal;César Acuña Peralta;Negativo;2015-12												
Web;Perú 21;peru21.pe;César Acuña: Fiscalía investiga a candidato presidencial por otra subvención irregular;La Fiscalía Especializada en Delitos de Corrupción de Funcionarios de La Libertad formalizó investigación contra el candidato presidencial César Acuña por la presunta entrega irregular de una subvención de S/.48 mil cuando era alcalde de Trujillo. El dinero fue destinado para una actividad navideña en diciembre de 2013	 en la que hubo una chocolatada	 pero que finalmente se convirtió en un evento proselitista.;23/12/2015;1874.83;;0;;Humberto Lay Sun;César Acuña Peralta;Positivo;2015-12																		
Web;Perú 21;peru21.pe;La plata y Anel - Luis Davelouis;Ofrecer y no molestarse en cumplir las promesas es una antigua mala costumbre que tiene que ver con la poca coherencia y consecuencia de nuestros políticos y de nuestra sociedad. El compromiso no existe y hoy hago lo que me conviene o conviene a mis socios y sirve a mis propios intereses. Lo que dije ayer	 no importa. El transfuguismo es	 principalmente	 un claro síntoma de eso. El ejemplo reciente: que Anel Townsend diga que se alía con el movimiento de César Acuña	 entre otras cosas	 para “fortalecer los partidos políticos	 la democracia interna y	 con ellos	 tomar el riesgo y dar continuidad” ya no sorprende ni da cólera. Da risa.;08/12/2015;1874.83;240.49;0;;Luis Davelouis Lengua;César Acuña Peralta;Neutro;2015-12												
Web;La República;larepublica.pe;Mineros artesanales quieren estar en la lista congresal del partido APP;Considerando que con una representación en el Congreso de la República sus derechos serían mejor defendidos	 el asesor legal de la Federación de Mineros Artesanales de La Libertad (Fremarlib)	 Adolfo Valverde Calipuy	 expresó que este sector debe tener un lugar en la lista de candidatos por Alianza Para el Progreso (APP). Más aún	 Valverde	 quien es voceado a integrar dicha nómina	 argumentó que constituyen un importante bolsón electoral que debe ser tomado en cuenta al momento de asignar el número al aspirante minero. “Sabemos que el sector minero	 agrario y otros gremios liberteños deberían tener representación en el Legislativo. Semanas atrás se abordó el tema con el candidato presidencial de APP	 César Acuña Peralta	 ahora estamos a la espera de la confirmación”	 refirió.;11/12/2015;1014.43;56.52;0;;Adolfo Valverde Calipuy;César Acuña Peralta;Positivo;2015-12										
Radio;RPP;Enfoque de los Sábados;Entrevista al presidente de IPAE – Acción Empresarial	 Gonzalo Aguirre	 y a la presidenta de CADE 2015	 Elena Conterno (RPP);Entrevista. El presidente de IPAE – Acción Empresarial	 Gonzalo Aguirre	 destacó la participación de los cinco candidatos presidenciales que lideran las encuestas durante la CADE 2015 en Paracas. En su análisis sobre las propuestas que se hicieron sostuvo que los postulantes tuvieron un consenso para destrabar el Estado y remarcó que no tenemos ningún candidato antisistema. “Keiko Fujimori hizo una presentación muy clara y preparada. Se ha esmerado en ser sumamente académica en su presentación”	 resaltó. Además	 comentó sobre la presentación de Pedro Pablo Kuczynski y los expresidentes Alan García y Alejandro Toledo. Por su parte	 la presidenta de CADE 2015	 Elena Conterno	 resaltó que mediante este evento se haya logrado generar un conjunto de propuestas para los temas que se habían planteado en diferentes sectores.;05/12/2015;9438;;858;;Gonzalo Aguirre Arriz;Keiko Fujimori Higuchi;Positivo;2015-12										
